Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Dispute_Status_for_Publication,Name_of_Associated_Covered_Device_or_Medical_Supply1,Name_of_Associated_Covered_Drug_or_Biological1,Physician_Specialty,status
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Dental Providers|Dentist,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Sleep Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Pediatrics|Adolescent Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Elestrin,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,disallowed
National Dentex Corporation,No,custom Abutments,custom Abutments,,disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
MED-EL Corporation,No,VIBRANT Soundbridge Middle Ear Implant,,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
"Fresenius USA Marketing, Inc.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Fresenius USA Marketing, Inc.",No,2008K At Home,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Fresenius USA Marketing, Inc.",No,2008K At Home,Phoslyra,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Fresenius USA Marketing, Inc.",No,2008 Machines,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Fresenius USA Marketing, Inc.",No,2008K At Home,Phoslyra,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Fresenius USA Marketing, Inc.",No,2008K At Home,,Other Service Providers|Specialist,disallowed
"Fresenius USA Marketing, Inc.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Fresenius USA Marketing, Inc.",No,,Phoslyra,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Fresenius USA Marketing, Inc.",No,Cyclers,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
Vansen Pharma Inc.,No,,Factive,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
Vansen Pharma Inc.,No,,Spectracef,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
Vansen Pharma Inc.,No,,Prednisolone 25,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
Vansen Pharma Inc.,No,,Factive,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
Vansen Pharma Inc.,No,,Factive,Allopathic & Osteopathic Physicians|General Practice,disallowed
INSYS Therapeutics Inc,No,,SUBSYS,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Halt Medical, INC",No,Acessa,,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,disallowed
"Halt Medical, INC",No,Acessa,,Other Service Providers|Specialist,disallowed
"iCAD, Inc",No,Mammography-Powerlook AMP,,,disallowed
"Meda Pharmaceuticals, Inc.",No,,Muse,Allopathic & Osteopathic Physicians|Urology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Elestrin,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Elestrin,Allopathic & Osteopathic Physicians|General Practice,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Dental Providers|Dentist|Pediatric Dentistry,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Meda Pharmaceuticals, Inc.",No,,Elestrin,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Reproductive Endocrinology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Otolaryngology|Otology & Neurotology,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Hospitalist,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
"Meda Pharmaceuticals, Inc.",No,,Elestrin,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,disallowed
"Sobi, Inc",No,,Kepivance,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,disallowed
National Dentex Corporation,No,TAP,TAP,,disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Other Service Providers|Specialist,disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Emergency Medicine,disallowed
"Fresenius USA Marketing, Inc.",No,2008K At Home,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"Fresenius USA Marketing, Inc.",No,,Phoslyra,Other Service Providers|Specialist,disallowed
"Fresenius USA Marketing, Inc.",No,2008 Machines,,Other Service Providers|Specialist,disallowed
Amniox Medical,No,Clarix,Neox,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
Amniox Medical,No,Clarix,Neox,,disallowed
Amniox Medical,No,Clarix,Neox,Podiatric Medicine & Surgery Service Providers|Podiatrist|Primary Podiatric Medicine,disallowed
"Everett Laboratories, Inc",No,,Select-OB DHA Caplets,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Everett Laboratories, Inc",No,,Embagyn,Allopathic & Osteopathic Physicians|General Practice,disallowed
"Everett Laboratories, Inc",No,,Select-OB DHA Caplets,Allopathic & Osteopathic Physicians|General Practice,disallowed
"Everett Laboratories, Inc",No,,Embagyn,Other Service Providers|Specialist,disallowed
"Everett Laboratories, Inc",No,,Vitafol,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
"Everett Laboratories, Inc",No,,,Allopathic & Osteopathic Physicians|Urology,disallowed
"Everett Laboratories, Inc",No,,Select-OB DHA Caplets,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,disallowed
"Everett Laboratories, Inc",No,,Vitafol-Ultra,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Everett Laboratories, Inc",No,,Vitafol-Ultra,Allopathic & Osteopathic Physicians|General Practice,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Pulmonology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Preventive Medicine|Occupational Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Dental Providers|Dentist|General Practice,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Urology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Gerontology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Muse,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Allergy/Immunology,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Radiology|Neuroradiology,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Internal Medicine|Allergy & Immunology,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|General Practice,disallowed
"Meda Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"Fresenius USA Marketing, Inc.",No,Critline  Monitors,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
Vansen Pharma Inc.,No,,Factive,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
Vansen Pharma Inc.,No,,Factive,Allopathic & Osteopathic Physicians|Emergency Medicine,disallowed
Vansen Pharma Inc.,No,,Spectracef,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
Vansen Pharma Inc.,No,,Factive,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
Vansen Pharma Inc.,No,,Factive,Other Service Providers|Specialist,disallowed
"TissueTech, Inc.",No,,,Allopathic & Osteopathic Physicians|Ophthalmology,disallowed
"TissueTech, Inc.",No,,,Eye and Vision Services Providers|Optometrist,disallowed
"TissueTech, Inc.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
INSYS Therapeutics Inc,No,,SUBSYS,Behavioral Health & Social Service Providers|Psychologist|Clinical,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Allergy & Immunology|Clinical & Laboratory Immunology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,disallowed
"Meda Pharmaceuticals, Inc.",Yes,,Dymista,Allopathic & Osteopathic Physicians|Family Medicine|Sleep Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Otolaryngology|Facial Plastic Surgery,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Radiology|Neuroradiology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngology/Facial Plastic Surgery,disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Allopathic & Osteopathic Physicians|Otolaryngology|Pediatric Otolaryngology,disallowed
"Fresenius USA Marketing, Inc.",No,,Phoslyra,Allopathic & Osteopathic Physicians|Urology,disallowed
"Fresenius USA Marketing, Inc.",No,,,Other Service Providers|Specialist,disallowed
Vansen Pharma Inc.,No,,Spectracef,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
Vansen Pharma Inc.,No,,Factive,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,disallowed
"Ivoclar Vivadent, Inc.",No,"Multilink Hybrid Abutment, IPS e.max CAD CERinLab LT A2 A16 (L)5 , IPS e.max CAD CERinLab MO 2 A14",,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Ivoclar Vivadent, Inc.",No,"IPS e.max CAD CERECinLab HT C1 I125, Multilink Automix Easy Refill Transparent, AdheSE One F VivaPe",,Dental Providers|Dentist,disallowed
"Ivoclar Vivadent, Inc.",No,"AdheSE One F VivaPen Refill 1x2 ml, IPS e.max CAD CERECinLab HT A2 I125, IPS e.max CAD CERECinLab H",,Dental Providers|Dentist|General Practice,disallowed
"Ivoclar Vivadent, Inc.",No,"Empress Direct Refill 10x0.2g BL-XL Dentin, Empress Direct Refill 10x0.2g BL-XL Enamel, OptraGate A",,Dental Providers|Dentist,disallowed
"Ivoclar Vivadent, Inc.",No,"IPS e.max CAD CERECinLab LT A2 I125, IPS e.max CAD CERECinLab LT A1 C145, IPS e.max CAD CERECinLab",,Dental Providers|Dentist|General Practice,disallowed
"Ivoclar Vivadent, Inc.",No,"Ivoclean Refill, Multilink NG Automix Refill White 9g (645952WW)",,Dental Providers|Dentist,disallowed
"Ivoclar Vivadent, Inc.",No,"Multilink Hybrid Abutment, IPS e.max CAD CERinLab LT A2 A16 (L)5 , IPS e.max CAD CERinLab MO 2 A14",,Dental Providers|Dentist|General Practice,disallowed
"Ivoclar Vivadent, Inc.",No,bluephase style light probe Pin-point 6>2mm black,,Dental Providers|Dentist,disallowed
"Ivoclar Vivadent, Inc.",No,"IPS e.max CAD CERinLab LT A2 A16 (S)5 , IPS e.max CAD CERECinLab HT A1 C145",,Dental Providers|Dentist,disallowed
"Ivoclar Vivadent, Inc.",No,"Virtual Refill X-Light Body Fast 2x50 ml, Virtual Refill Heavy Body Fast 2x50 ml, Virtual Refill Li",,Dental Providers|Dentist,disallowed
"Ivoclar Vivadent, Inc.",No,"Variolink Veneer Ref. 1.5 ml HV 1, Astropol Assortment 24, Telio CS Desensitizer Refill 50x0.1g, Te",,Dental Providers|Dentist|General Practice,disallowed
"Ivoclar Vivadent, Inc.",No,"Empress Direct Refill 10x0.2g B1 Enamel, IPS e.max CAD HT Shade Guide, IPS e.max CAD CERECinLab LT",,Dental Providers|Dentist|General Practice,disallowed
"Ivoclar Vivadent, Inc.",No,bluephase style light probe Pin-point 6>2mm black,,Dental Providers|Dentist|General Practice,disallowed
"Medimetriks Pharmaceuticals, Inc.",No,,Genadur,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Medimetriks Pharmaceuticals, Inc.",No,,Morgidox 1x100,Allopathic & Osteopathic Physicians|Dermatology|Procedural Dermatology,disallowed
"Medimetriks Pharmaceuticals, Inc.",No,,Ketodan Foam,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Medimetriks Pharmaceuticals, Inc.",No,,Synalar Topical Solution,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Medimetriks Pharmaceuticals, Inc.",No,,Rosadan Cream,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Medimetriks Pharmaceuticals, Inc.",No,,Clindacin ETZ,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Medimetriks Pharmaceuticals, Inc.",No,,Morgidox 1x100,Allopathic & Osteopathic Physicians|Dermatology,disallowed
Shofu Dental corp,No,,,Dental Providers|Dentist|General Practice,disallowed
Shofu Dental corp,No,,,Dental Providers|Dentist,disallowed
Shofu Dental corp,No,,,Dental Providers|Dentist|Pediatric Dentistry,disallowed
"Halt Medical, INC",No,Acessa,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Rapid Pathogen Screening, Inc.",No,Adeno Plus,Adeno Plus,Allopathic & Osteopathic Physicians|Ophthalmology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Addiction Medicine,disallowed
Vansen Pharma Inc.,No,,Spectracef,Allopathic & Osteopathic Physicians|Emergency Medicine,disallowed
Vansen Pharma Inc.,No,,Factive,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
Vansen Pharma Inc.,No,,Spectracef,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
TEI Biosciences Inc,No,SurgiMend,SurgiMend,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
TEI Biosciences Inc,No,PriMatrix,PriMatrix,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,disallowed
TEI Biosciences Inc,No,SurgiMend,SurgiMend,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
INSYS Therapeutics Inc,No,,SUBSYS,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
INSYS Therapeutics Inc,No,,SUBSYS,Behavioral Health & Social Service Providers|Social Worker|Clinical,disallowed
"Rapid Pathogen Screening, Inc.",No,InflammaDry,InflammaDry,Allopathic & Osteopathic Physicians|Ophthalmology,disallowed
"Rapid Pathogen Screening, Inc.",No,InflammaDry,InflammaDry,Other Service Providers|Specialist,disallowed
Verathon Inc.,No,BladderScan,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
Dentaurum Incorporated,No,,,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,disallowed
"Meda Pharmaceuticals, Inc.",No,,Elestrin,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Maternal & Fetal Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Eye and Vision Services Providers|Optometrist,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Pediatrics|Neonatal-Perinatal Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Pain Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
MED-EL Corporation,No,MED-EL Maestro Cochlear Implant System,,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
"Fresenius USA Marketing, Inc.",No,,Venofer,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
Vansen Pharma Inc.,No,,Factive,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
Vansen Pharma Inc.,No,,Factive,Other Service Providers|Legal Medicine,disallowed
TEI Biosciences Inc,No,PriMatrix,PriMatrix,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
TEI Biosciences Inc,No,SurgiMend,SurgiMend,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,disallowed
TEI Biosciences Inc,No,SurgiMend,SurgiMend,Allopathic & Osteopathic Physicians|Internal Medicine|Hepatology,disallowed
TEI Biosciences Inc,No,PriMatrix,PriMatrix,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,disallowed
TEI Biosciences Inc,No,PriMatrix,PriMatrix,Allopathic & Osteopathic Physicians|Hospitalist,disallowed
TEI Biosciences Inc,No,SurgiMend,SurgiMend,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
TEI Biosciences Inc,No,SurgiMend,SurgiMend,Podiatric Medicine & Surgery Service Providers|Podiatrist,disallowed
INSYS Therapeutics Inc,No,,SUBSYS,Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant|Surgical Technologist,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
