Description,Belts,Personal.Injury,Property.Damage,Commercial.License,Commercial.Vehicle,State,VehicleType,Year,Make,Model,Color,Charge,Contributed.To.Accident,Race,Gender,Driver.City,Driver.State,DL.State,Arrest.Type,Violation.Type
DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2006.0,LINCOLN,TOWNCAR,BLACK,13401h,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
MOTOR VEH WO REQUIRED STOP LAMPS EQUIPMENT,No,No,No,No,No,MD,02 - Automobile,2004.0,LEXU,4S,BLACK,22206a,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2012.0,ACUR,MDX,SILVER,218011,No,WHITE,F,KENSINGTON,MD,MD,Q - Marked Laser,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2013.0,TOYOTA,COROLLA,RED,21201a1,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
LICENSEE FAILURE TO APPLY FOR DUP LIC WHEN LIC MUTILATED,No,No,No,No,No,MD,02 - Automobile,1995.0,BUICK,LE SABRE,GREEN,16114b,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2001.0,TOYOTA,ECHO,BLUE DARK,13409b,No,WHITE,F,SILVER SPRING,MD,MD,E - Marked Stationary Radar,Warning
DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYT,4S,SILVER,21801a,No,OTHER,F,GERMANTOWN,MD,MD,Q - Marked Laser,Warning
FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2001.0,DODGE,PICK UP,GREEN,222011,No,BLACK,M,COLLEGE PARK,MD,MD,A - Marked Patrol,Warning
FAILURE OF MOTOR VEH TO HAVE READILY VISIBLE HEADLIGHT INDICATOR WO DRIVER GLARE,No,No,No,No,No,MD,02 - Automobile,1997.0,PLYMOUTH,VOYAGER,BLUE,22222c,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
TAILLIGHT INOPERATIVE,No,No,No,No,No,MD,02 - Automobile,2008.0,HOND,4S,BLACK,113939,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2005.0,ACUR,4S,BLACK,218011,No,HISPANIC,M,ROCKVILLE,MD,MD,Q - Marked Laser,Warning
DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2010.0,FORD,TAURUS,SILVER,13411f,No,BLACK,F,LAUREL,MD,MD,A - Marked Patrol,Warning
PEDESTRIAN WALKING ALONG AND ON ADJACENT ROADWAY WHERE SIDEWALK PROVIDED,No,No,No,No,No,XX,29 - Unknown,,,,,21506a,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,Warning
DRIVING VEH WHILE WEARING EARPHONES,No,No,No,No,No,MD,02 - Automobile,2012.0,HONDA,ACCORD,BLACK,211120c,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2008.0,KIA,SUV,GREEN,21707a,No,HISPANIC,F,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2013.0,HONDA,CIVIC,BROWN,21309b,No,BLACK,F,BRINKLOW,MD,MD,A - Marked Patrol,Warning
PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,No,No,No,No,No,GA,02 - Automobile,2017.0,HYN,SANTA FE,SILVER,16303c,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,Warning
DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,No,No,No,No,No,VA,02 - Automobile,1999.0,MITSUBISHI,MONTERO,SILVER,21204d,No,HISPANIC,F,G,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2012.0,VOLK,GOLF,BLACK,218011,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,No,No,No,No,No,MD,02 - Automobile,2011.0,NISSAN,MAXIMA,PURPLE,224123c3,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,NY,02 - Automobile,2003.0,LAND ROVER,FREE LANCER,GREEN DK,22204f,No,ASIAN,M,FLUSHING,NY,NY,A - Marked Patrol,Warning
DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,Yes,No,MD,02 - Automobile,2007.0,TOYOTA,COROLLA,WHITE,21309b,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,VA,02 - Automobile,2006.0,HONDA,CIVIC,SILVER,2111242d2,No,WHITE,M,HAYMARKET,VA,VA,A - Marked Patrol,Warning
USE OF DISABLED PERSON PARKING PLACARD IF NOT DISABLED,No,No,No,No,No,MD,02 - Automobile,2008.0,SCION,TC 2D,GRAY,136161h2,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,No,No,No,No,No,PA,02 - Automobile,2004.0,DODGE,DAKOTA,SILVER,21204b,No,WHITE,M,COOPERSBURG,PA,PA,A - Marked Patrol,Warning
DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100 OF TRAVEL BEFORE TURNING,No,No,No,No,No,MD,02 - Automobile,2009.0,CHEVROLET,IMPALA,WHITE,21604d,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
OPERATING MOTOR VEHICLE WITHOUT PROPER REQUIRED EMEMERGENCY EQUIPMENT ON POWER UNIT,No,No,No,No,No,MD,06 - Heavy Duty Truck,2005.0,CHEV,4500,WHITE,1139395a,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2005.0,TOYOTA,CAMRY,GOLD,21707a,No,WHITE,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2007.0,HYUN,ELANTRA,BLUE,21201a1,No,ASIAN,F,BETHESDA,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,1995.0,ACURA,4D,WHITE,21801a,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,1999.0,CHRY,VN,BLACK,13411f,No,OTHER,M,SILVER SPRING,MD,MD,Q - Marked Laser,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2015.0,FORD,TK,BLACK,21201a1,No,WHITE,M,NEW MARKET,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,MD,02 - Automobile,2003.0,CHEV,CAVALIER,SILVER,22204f,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2011.0,HONDA,ACCORD,SILVER,21201a1,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,4RUNNDER,WHITE,13411c1,No,HISPANIC,F,FORT WASHINGTON,MD,MD,A - Marked Patrol,Warning
DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,No,No,No,No,No,DC,02 - Automobile,2009.0,CHEVROLET,SUBURBAN,BLUE DARK,21202h2,No,WHITE,F,WASHINGTON,DC,DC,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,Yes,No,No,No,No,MD,02 - Automobile,1999.0,ACURA,TL,BLUE,22204f,No,BLACK,M,FORT WASHINGTON,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYT,4S,GRAY,22204f,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR,No,No,No,No,No,MD,02 - Automobile,2005.0,NISSAN,ALTIMA,TAN,136161f2,No,BLACK,F,WHEATON,MD,MD,A - Marked Patrol,Warning
DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,28 - Other,2001.0,FORD,WINDSTAR,GOLD,2111242d2,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,1998.0,HONDA,4S,WHITE,21201a1,No,HISPANIC,M,RIVERDALE,MD,MD,A - Marked Patrol,Warning
DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,No,No,No,No,No,MD,02 - Automobile,2015.0,TOYOTA,CAMRY,GRAY,21202i1,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
VIOLATING PROVISIONAL LIC RESTRICTION,No,No,No,No,No,MD,02 - Automobile,2001.0,TOYOTA,CAMRY,SILVER,16113i,No,WHITE,M,GAITHERSBURG,MD,MD,G - Marked Moving Radar (Stationary),Warning
OCCUPANT UNDER 16 NOT RESTRAINED BY SEATBELT,No,No,No,No,No,MD,02 - Automobile,2000.0,HOND,ACCORD,GRAY,224123b,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,VA,02 - Automobile,2016.0,TOYOTA,CAMRY,BLACK,22204f,No,OTHER,M,BRISTOW,VA,VA,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2005.0,TOYT,COROLLA,RED,21201a1,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,MD,02 - Automobile,1992.0,BMW,325I,RED,16112c,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,1997.0,LEXUS,ES300,WHITE,13401h,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,No,No,No,No,No,XX,29 - Unknown,,,,,21203c,No,ASIAN,F,CLARKSVILLE,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,Yes,No,PA,07 - Truck/Road Tractor,2003.0,FREIGHTLINER,TT,WHITE,21201a1,No,BLACK,M,PHILADELPHIA,PA,PA,A - Marked Patrol,Warning
DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,28 - Other,2004.0,HONDA,CRV,GOLD,2111242d2,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,No,No,No,No,No,MD,02 - Automobile,2008.0,NISSAN,ALTIMA,SILVER,218011,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING WRONG WAYONE WAY STREET,No,No,No,No,No,MD,02 - Automobile,2013.0,VOLKS,PASSAT,WHITE,21308a,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
HOLDER OF LEARNERS PERMIT DRIVING WITH UN AUTHORIZED PERSON OCCUPYING FRONT SEAT,No,No,No,No,No,MD,02 - Automobile,1990.0,ACURA,INTEGRA,BLUE,16105b2,No,WHITE,M,KENSINGTON,MD,MD,Q - Marked Laser,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,Yes,No,No,No,No,MD,28 - Other,2006.0,CHEVROLET,TAHOE,WHITE,21201a1,No,OTHER,M,DERWOOD,MD,MD,B - Unmarked Patrol,Warning
FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,No,No,No,No,No,MD,02 - Automobile,1997.0,TOYOTA,CAMRY,RED,13411a,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILING TO MAKE LEFT TURN FROM LEFT TURN LANE,No,No,No,No,No,VA,02 - Automobile,2007.0,HYUNDAI,ELANTRA,GRAY,21309i,No,BLACK,F,FALLS CHURCH,VA,VA,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,VA,28 - Other,1998.0,MERCURY,VILLAGER,WHITE,21201a1,No,WHITE,M,PURCELLVILLE,VA,VA,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,05 - Light Duty Truck,2011.0,NISSAN,ROGUE,SILVER,21201a1,No,WHITE,F,KENSINGTON,MD,MD,A - Marked Patrol,Warning
FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS,No,No,No,No,No,MD,02 - Automobile,1997.0,DODGE,TK,BLACK,13411c1,No,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,Yes,No,No,No,No,MD,02 - Automobile,2011.0,LINC,4S,SILVER,21309d,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,2013.0,TOYOTA,CAMRY,GRAY,13401b1,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
FAILURE TO NOTIFY ADM OF ADDRESS CHANGE WITHIN 30 DAYS,No,No,No,No,No,MD,02 - Automobile,2014.0,LEXS,IS250,BLACK,13414a,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2005.0,HONDA,PILOT,TAN,21201a1,No,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2013.0,ACUR,TK,SILVER,21707a,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DRIVER SPINNING WHEELS,No,No,No,No,No,PA,02 - Automobile,2014.0,DODGE,TK,SILVER,211117c,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,Warning
DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,CAMRY,BLACK,21202i1,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2009.0,HOND,4S,TAN,21309b,No,ASIAN,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,No,No,No,No,No,DC,02 - Automobile,2000.0,DODGE,CARAVAN,GREEN,13411c1,No,ASIAN,M,TAKOMA PARK,MD,MD,A - Marked Patrol,Warning
FAILURE TO STOP FOR STOPPED SCHOOL VEH OPERATING ALTERNATELY FLASHING RED LIGHTS,No,No,No,No,No,MD,02 - Automobile,1998.0,FORD,CONTOUR,WHITE,21706a,No,HISPANIC,M,GERMATOWN,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2015.0,HONDA,4S,WHITE,218011,No,OTHER,M,SILVER SPRING,MD,MD,Q - Marked Laser,Warning
DRIVING ON HWY WITH OBSTRUCTED WINDSHIELD VIEW,No,No,No,No,No,MD,02 - Automobile,2008.0,MITSUBISHI,4 DOOR,TAN,211104c,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
OPERATOR NOT RESTRAINED BY SEATBELT,No,No,No,No,No,MD,02 - Automobile,2002.0,NISSAN,FRONTIER,BLUE,224123b,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
USE OF DISABLED PERSON PARKING PLACARD IF NOT DISABLED,No,No,No,No,No,MD,02 - Automobile,2008.0,HONDA,CIVIC 4D,GRAY,136161h2,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
FAIL TO TRANSPORT CHILD UNDER AGE 16 IN CHILD SAFTEY SEAT PER INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2008.0,NISSAN,ALTIMA,SILVER,224122e,No,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,05 - Light Duty Truck,2012.0,FORD,TRUCK,WHITE,21201a1,No,BLACK,M,CATONSVILLE,MD,MD,A - Marked Patrol,Warning
FAILURE YIELD RIGHT OF WAY ON LEFT TURN,No,No,No,No,No,MD,02 - Automobile,2011.0,HONDA,ACCORD,SILVER,21402a,No,BLACK,F,POTOMAC,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,No,No,No,No,No,DC,03 - Station Wagon,2006.0,NISSAN,MAXIMA,WHITE,21202h1,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,Warning
DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,No,No,No,No,No,MD,02 - Automobile,2016.0,TOYOTA,COROLLA,GREEN,21202h2,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,1999.0,NISS,4S,BEIGE,13411f,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
FAILURE TO PROPERLY EQUIP LOCATE HEADLAMPS ON MOTOR VEH,No,No,No,No,No,MD,02 - Automobile,2013.0,HONDA,ACCORD,SILVER,22203b,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,03 - Station Wagon,2003.0,HOND,VN,GRAY,21707a,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,VA,02 - Automobile,2004.0,KIA,SEDONA,RED,13411f,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,No,No,No,No,No,MD,02 - Automobile,2005.0,ACURA,TSX,BLACK,13411a,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,1997.0,JEEP,CHEROKEE,WHITE,21707a,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,MD,02 - Automobile,1998.0,CHEV,4S,PURPLE,22204f,No,BLACK,F,ELLICOTT CITY,MD,MD,A - Marked Patrol,Warning
DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL OR AT STEADY RED ARROW SIGNAL,No,No,No,No,No,MD,02 - Automobile,2002.0,ACURA,MDX,SILVER,21202h,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE TO ATTACH VEH REG PLATES AT FRONT AND REAR,No,No,No,No,No,MD,02 - Automobile,2000.0,MERCURY,MOUNTAINEER,RED,13411a,No,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,Warning
FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYOTA,AVALON,BLACK,222011,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,No,No,No,No,No,MD,28 - Other,2014.0,HONDA,ODYSSEY,GRAY,218011,No,WHITE,F,GAITHERSBURG,MD,MD,Q - Marked Laser,Warning
FAILING TO STOP UNTIL SAFE TO CONTINUE THROUGH INTERSECTION WNONFUNCT TRAF SIGNAL,No,No,No,No,No,MA,02 - Automobile,2002.0,HONDA,CIVIC,SILVER,212093,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2010.0,BMW,335I,BLACK,13411f,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING VEH ON HWY WO REQUIRED MINIMUM EQUIPMENT,No,No,No,No,No,NJ,02 - Automobile,2014.0,TOYOTA,PRIUS,BLACK,23104,No,WHITE,M,NEW MONMOUTH,NJ,NJ,A - Marked Patrol,Warning
DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MD,03 - Station Wagon,2004.0,SUBA,SW,GREEN LGT,13411d,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,2002.0,FORD,ESCAPE,SILVER,2111242d2,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2002.0,HOND,4S,WHITE,222011,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,1994.0,ACURA,INTEGRA,GREEN DK,21201a1,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,2010.0,SUBARU,FORESTER,SILVER,21801a,No,ASIAN,M,BOYDS,MD,MD,Q - Marked Laser,Warning
DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,No,No,No,No,No,MD,02 - Automobile,2011.0,LEXS,4S,WHITE,21204d,No,OTHER,M,UPPER MARLBORO,MD,MD,A - Marked Patrol,Warning
DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,MD,02 - Automobile,2008.0,NISSAN,ALTIMA,SILVER,22204f,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,2013.0,MERC BENZ,4 DOOR,WHITE,21801a,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,Warning
OPERATOR NOT RESTRAINED BY SEATBELT,No,No,No,No,No,MD,05 - Light Duty Truck,1995.0,FORD,TK,RED,224123b,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,Warning
DRIVING ON HWY WITH OBSTRUCTED WINDSHIELD VIEW,No,No,No,No,No,MD,02 - Automobile,2008.0,NISSAN,VERSA,GRAY,211104c,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
LEFT TURN FROM IMPROPER ROAD POSITION,No,No,No,No,No,MD,02 - Automobile,2016.0,VOLK,GOLF,BLUE,21601b,No,WHITE,F,COLUMBIA,MD,MD,A - Marked Patrol,Warning
FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2002.0,HYUNDAI,ELANTRA,SILVER,13409b,No,WHITE,F,NEW CARROLLTON,MD,MD,M - Marked (Off-Duty),Warning
DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,MUSTANG,BLACK,21309b,No,WHITE,M,GA5THERSB4RG,MD,MD,A - Marked Patrol,Warning
EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,No,No,No,No,No,MD,02 - Automobile,2012.0,TOYOTA,CAMRY,GRAY,218011,No,BLACK,M,GERMANTOWN,MD,MD,B - Unmarked Patrol,Warning
DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,2007.0,HONDA,ACCORD,BLUE LIGHT,2111242d2,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
PARTS NOT SPECIFICALLY PROVIDED FOR NOT IN SAFE OPERATING CONDITION,No,No,No,No,No,MD,05 - Light Duty Truck,1997.0,FORD,TK,WHITE,113963a,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
