age,height,body_type,drinks,drugs,education,ethnicity,location,orientation,sex,sign,smokes,status,class,
23,65,average,socially,never,graduated from college/university,white,"menlo park, california",straight,f,aquarius but it doesn&rsquo,t matter,no,single,stem
32,67,average,rarely,never,graduated from masters program,white,"san francisco, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
22,67,average,rarely,never,college/university,hispanic / latin,"san francisco, california",gay,m,leo and it&rsquo,s fun to think about,no,single,stem
35,71,average,socially,never,graduated from college/university,white,"emeryville, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,stem
44,67,athletic,socially,never,graduated from college/university,white,"berkeley, california",straight,m,libra but it doesn&rsquo,t matter,no,single,stem
31,70,fit,socially,never,graduated from college/university,white,"new york, new york",straight,m,gemini but it doesn&rsquo,t matter,no,single,stem
32,70,a little extra,socially,never,graduated from college/university,indian,"san francisco, california",straight,m,libra,no,single,stem,
25,65,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,stem
33,71,average,socially,sometimes,graduated from college/university,white,"oakland, california",straight,m,scorpio and it&rsquo,s fun to think about,sometimes,single,stem
24,67,fit,socially,never,graduated from college/university,white,"berkeley, california",straight,f,sagittarius and it&rsquo,s fun to think about,no,single,stem
36,58,curvy,socially,never,graduated from masters program,hispanic / latin,"san francisco, california",straight,f,virgo and it&rsquo,s fun to think about,no,single,stem
30,66,average,rarely,never,graduated from college/university,asian,"stockton, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
41,71,average,socially,never,graduated from masters program,white,"san francisco, california",straight,m,leo and it&rsquo,s fun to think about,no,single,stem
24,70,average,rarely,never,graduated from college/university,asian,"san francisco, california",straight,m,scorpio but it doesn&rsquo,t matter,no,single,stem
38,64,average,socially,never,graduated from masters program,indian,"san francisco, california",straight,m,taurus but it doesn&rsquo,t matter,no,single,stem
31,70,average,socially,never,working on college/university,"asian, pacific islander","san pablo, california",straight,m,gemini and it&rsquo,s fun to think about,trying to quit,single,stem
39,71,average,socially,never,graduated from masters program,white,"san francisco, california",straight,m,cancer and it&rsquo,s fun to think about,sometimes,single,stem
31,64,average,socially,never,graduated from college/university,white,"san francisco, california",straight,f,libra and it&rsquo,s fun to think about,no,single,stem
23,76,average,socially,never,graduated from masters program,white,"san francisco, california",straight,m,libra and it&rsquo,s fun to think about,no,single,stem
29,68,average,socially,never,graduated from masters program,asian,"san mateo, california",straight,m,gemini but it doesn&rsquo,t matter,no,single,stem
28,70,average,socially,never,graduated from college/university,white,"san francisco, california",straight,m,gemini but it doesn&rsquo,t matter,when drinking,single,stem
29,69,fit,socially,never,graduated from masters program,white,"san francisco, california",straight,m,taurus but it doesn&rsquo,t matter,no,single,stem
32,69,athletic,socially,never,graduated from college/university,black,"san leandro, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,stem
27,72,a little extra,socially,never,graduated from masters program,black,"hercules, california",bisexual,m,taurus but it doesn&rsquo,t matter,no,single,stem
29,70,average,often,never,graduated from college/university,asian,"san francisco, california",straight,m,libra but it doesn&rsquo,t matter,trying to quit,single,stem
27,63,fit,socially,sometimes,graduated from college/university,black,"san francisco, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,stem
45,66,a little extra,socially,sometimes,dropped out of ph.d program,white,"san francisco, california",straight,f,leo but it doesn&rsquo,t matter,sometimes,single,stem
37,68,fit,socially,sometimes,graduated from masters program,asian,"san pablo, california",straight,m,aquarius and it&rsquo,s fun to think about,sometimes,single,stem
30,69,a little extra,not at all,never,graduated from college/university,white,"daly city, california",straight,m,scorpio and it&rsquo,s fun to think about,no,seeing someone,stem
29,70,average,socially,sometimes,dropped out of masters program,"indian, white","san francisco, california",straight,m,scorpio and it&rsquo,s fun to think about,no,single,stem
24,71,athletic,socially,sometimes,working on college/university,white,"san rafael, california",straight,m,pisces,trying to quit,single,stem,
44,73,skinny,socially,never,graduated from college/university,asian,"oakland, california",straight,m,aquarius but it doesn&rsquo,t matter,when drinking,single,stem
26,70,athletic,socially,never,graduated from college/university,indian,"san francisco, california",straight,m,libra,no,single,stem,
27,70,average,socially,never,graduated from college/university,"hispanic / latin, white","san francisco, california",gay,m,leo and it&rsquo,s fun to think about,no,single,stem
40,72,average,socially,sometimes,graduated from college/university,"native american, white","san leandro, california",straight,m,cancer and it&rsquo,s fun to think about,trying to quit,single,stem
41,71,thin,socially,never,graduated from college/university,white,"san rafael, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
30,75,average,not at all,never,graduated from masters program,white,"san francisco, california",straight,m,taurus,no,single,stem,
36,67,average,socially,never,graduated from ph.d program,indian,"burlingame, california",straight,m,sagittarius and it&rsquo,s fun to think about,no,single,stem
40,72,thin,socially,sometimes,working on ph.d program,indian,"berkeley, california",straight,m,libra but it doesn&rsquo,t matter,no,single,stem
27,74,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,sagittarius and it&rsquo,s fun to think about,no,single,stem
32,73,thin,socially,sometimes,graduated from college/university,white,"albany, california",straight,m,aries but it doesn&rsquo,t matter,when drinking,single,stem
24,75,fit,socially,never,graduated from college/university,indian,"san francisco, california",straight,m,leo but it doesn&rsquo,t matter,no,single,stem
24,67,fit,socially,never,graduated from masters program,white,"palo alto, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,stem
30,72,average,socially,never,graduated from college/university,white,"burlingame, california",straight,m,leo,no,single,stem,
52,63,a little extra,socially,never,graduated from masters program,white,"green brae, california",straight,f,libra but it doesn&rsquo,t matter,no,single,stem
19,66,thin,often,sometimes,graduated from high school,white,"san francisco, california",straight,m,virgo but it doesn&rsquo,t matter,no,single,stem
28,75,athletic,socially,never,graduated from college/university,white,"palo alto, california",straight,m,cancer and it&rsquo,s fun to think about,no,single,stem
25,70,athletic,socially,never,working on college/university,black,"san leandro, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
34,72,athletic,often,never,graduated from ph.d program,white,"berkeley, california",straight,m,pisces,no,single,stem,
32,66,curvy,rarely,never,graduated from college/university,black,"san mateo, california",straight,f,libra but it doesn&rsquo,t matter,no,single,stem
26,64,athletic,socially,never,graduated from college/university,asian,"daly city, california",straight,f,cancer and it&rsquo,s fun to think about,no,single,stem
24,70,average,socially,never,graduated from masters program,asian,"belmont, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
27,71,fit,socially,never,graduated from masters program,white,"berkeley, california",straight,m,gemini,when drinking,single,stem,
46,70,average,socially,never,graduated from college/university,middle eastern,"san francisco, california",gay,m,leo but it doesn&rsquo,t matter,no,single,stem
24,65,athletic,very often,sometimes,working on college/university,"asian, pacific islander","san francisco, california",straight,m,sagittarius and it&rsquo,s fun to think about,no,single,student
28,60,average,not at all,never,graduated from college/university,asian,"san francisco, california",straight,f,gemini and it&rsquo,s fun to think about,no,single,student
28,64,fit,socially,sometimes,working on masters program,white,"san francisco, california",straight,f,aquarius but it doesn&rsquo,t matter,no,single,student
22,64,average,socially,never,working on college/university,asian,"san francisco, california",straight,m,pisces and it&rsquo,s fun to think about,no,single,student
